il,bolge,yil,urun,ekilen_alan_dekar,hasat_alan_dekar,uretim_ton,verim_kg_dekar,ort_sicaklik_C,toplam_yagis_mm,yagisli_gun,bagil_nem_pct,rakım_kategori,kuraklik_indeksi,yagis_sapma_zscore,sicaklik_genlik,verim_degisim_pct,verim_sinifi,verim_sinifi_label,hasat_orani
Rize,Karadeniz,2016,Ayçiçeği,61630,54180,2709.0,50.0,14.5,2327.3,293,80.1,low,150.15,0.23,18,0.0,0,Düşük,0.879
Rize,Karadeniz,2017,Ayçiçeği,48826,46247,2312.3,50.0,15.1,1809.8,236,80.3,low,112.41,-1.36,18,0.0,0,Düşük,0.947
Rize,Karadeniz,2018,Ayçiçeği,45449,41385,2069.2,50.0,14.4,2582.4,324,78.5,low,167.69,1.01,18,0.0,0,Düşük,0.911
Rize,Karadeniz,2019,Ayçiçeği,20169,19573,1425.5,72.8,14.4,1822.9,220,81.3,low,118.37,-1.32,18,45.6,0,Düşük,0.97
Rize,Karadeniz,2020,Ayçiçeği,199041,192893,9644.6,50.0,13.5,2432.0,311,78.4,low,167.72,0.55,18,-31.32,0,Düşük,0.969
Rize,Karadeniz,2021,Ayçiçeği,33750,32382,1619.1,50.0,15.7,2328.6,305,79.9,low,139.44,0.23,18,0.0,0,Düşük,0.959
Rize,Karadeniz,2022,Ayçiçeği,20115,17739,887.0,50.0,14.2,2178.1,263,80.4,low,143.3,-0.23,18,0.0,0,Düşük,0.882
Rize,Karadeniz,2023,Ayçiçeği,153502,135932,7682.1,56.5,14.1,1836.6,243,81.8,low,121.63,-1.28,18,13.0,0,Düşük,0.886
Rize,Karadeniz,2024,Ayçiçeği,94043,83846,4192.3,50.0,15.0,2670.3,314,81.5,low,166.89,1.28,18,-11.5,0,Düşük,0.892
Rize,Karadeniz,2012,Buğday,84865,82048,7384.3,90.0,14.3,2763.2,338,80.8,low,180.6,1.56,18,0.0,0,Düşük,0.967
Rize,Karadeniz,2013,Buğday,185653,158015,15657.3,99.1,14.6,2293.4,273,78.4,low,147.01,0.12,18,10.11,0,Düşük,0.851
Rize,Karadeniz,2014,Buğday,143294,130297,12634.5,97.0,13.9,2418.4,300,77.3,low,162.31,0.51,18,-2.12,0,Düşük,0.909
Rize,Karadeniz,2015,Buğday,45002,41414,4105.3,99.1,14.1,1828.7,229,83.2,low,121.11,-1.3,18,2.16,0,Düşük,0.92
Rize,Karadeniz,2016,Buğday,144770,141210,12708.9,90.0,14.5,2327.3,293,80.1,low,150.15,0.23,18,-9.18,0,Düşük,0.975
Rize,Karadeniz,2017,Buğday,189566,184135,23427.3,127.2,15.1,1809.8,236,80.3,low,112.41,-1.36,18,41.33,0,Düşük,0.971
Rize,Karadeniz,2018,Buğday,35932,32932,2963.9,90.0,14.4,2582.4,324,78.5,low,167.69,1.01,18,-29.25,0,Düşük,0.917
Rize,Karadeniz,2019,Buğday,186353,162119,14590.7,90.0,14.4,1822.9,220,81.3,low,118.37,-1.32,18,0.0,0,Düşük,0.87
Rize,Karadeniz,2020,Buğday,195304,170510,15345.9,90.0,13.5,2432.0,311,78.4,low,167.72,0.55,18,0.0,0,Düşük,0.873
Rize,Karadeniz,2021,Buğday,46992,41109,3699.8,90.0,15.7,2328.6,305,79.9,low,139.44,0.23,18,0.0,0,Düşük,0.875
Rize,Karadeniz,2022,Buğday,177593,165318,14878.6,90.0,14.2,2178.1,263,80.4,low,143.3,-0.23,18,0.0,0,Düşük,0.931
Rize,Karadeniz,2023,Buğday,135364,115900,12278.5,105.9,14.1,1836.6,243,81.8,low,121.63,-1.28,18,17.67,0,Düşük,0.856
Rize,Karadeniz,2024,Buğday,145817,140986,12688.7,90.0,15.0,2670.3,314,81.5,low,166.89,1.28,18,-15.01,0,Düşük,0.967
Rize,Karadeniz,2012,Mısır,194637,180947,45236.8,250.0,14.3,2763.2,338,80.8,low,180.6,1.56,18,0.0,0,Düşük,0.93
Rize,Karadeniz,2013,Mısır,76792,69920,19076.3,272.8,14.6,2293.4,273,78.4,low,147.01,0.12,18,9.12,0,Düşük,0.911
Rize,Karadeniz,2014,Mısır,179682,168066,42016.5,250.0,13.9,2418.4,300,77.3,low,162.31,0.51,18,-8.36,0,Düşük,0.935
Rize,Karadeniz,2015,Mısır,36786,36226,14380.2,397.0,14.1,1828.7,229,83.2,low,121.11,-1.3,18,58.8,0,Düşük,0.985
Rize,Karadeniz,2016,Mısır,42690,38906,11340.8,291.5,14.5,2327.3,293,80.1,low,150.15,0.23,18,-26.57,0,Düşük,0.911
Rize,Karadeniz,2017,Mısır,183417,162644,67647.5,415.9,15.1,1809.8,236,80.3,low,112.41,-1.36,18,42.68,0,Düşük,0.887
Rize,Karadeniz,2018,Mısır,166704,151271,37817.8,250.0,14.4,2582.4,324,78.5,low,167.69,1.01,18,-39.89,0,Düşük,0.907
Rize,Karadeniz,2019,Mısır,169916,159651,54551.4,341.7,14.4,1822.9,220,81.3,low,118.37,-1.32,18,36.68,0,Düşük,0.94
Rize,Karadeniz,2020,Mısır,95042,86154,23152.5,268.7,13.5,2432.0,311,78.4,low,167.72,0.55,18,-21.36,0,Düşük,0.906
Rize,Karadeniz,2021,Mısır,58243,50594,18115.2,358.0,15.7,2328.6,305,79.9,low,139.44,0.23,18,33.23,0,Düşük,0.869
Rize,Karadeniz,2022,Mısır,88597,84539,28842.8,341.2,14.2,2178.1,263,80.4,low,143.3,-0.23,18,-4.69,0,Düşük,0.954
Rize,Karadeniz,2023,Mısır,85636,78127,24659.4,315.6,14.1,1836.6,243,81.8,low,121.63,-1.28,18,-7.5,0,Düşük,0.912
Rize,Karadeniz,2024,Mısır,48336,44509,11127.2,250.0,15.0,2670.3,314,81.5,low,166.89,1.28,18,-20.79,0,Düşük,0.921
Sakarya,Marmara,2012,Arpa,85532,73848,16234.2,219.8,14.3,892.7,100,74.3,low,58.35,0.72,20,0.0,1,Yüksek,0.863
Sakarya,Marmara,2013,Arpa,36910,35117,8600.8,244.9,15.0,605.2,75,75.9,low,37.83,-1.34,20,11.42,1,Yüksek,0.951
Sakarya,Marmara,2014,Arpa,140327,129886,31296.8,241.0,13.4,686.7,73,73.1,low,47.69,-0.76,20,-1.59,1,Yüksek,0.926
Sakarya,Marmara,2015,Arpa,53604,50741,10259.1,202.2,14.5,1046.5,148,74.2,low,67.52,1.82,20,-16.1,0,Düşük,0.947
Sakarya,Marmara,2016,Arpa,126237,108876,24965.2,229.3,14.8,884.0,107,71.7,low,55.95,0.65,20,13.4,1,Yüksek,0.862
Sakarya,Marmara,2017,Arpa,95373,93342,21105.4,226.1,13.3,648.3,86,69.5,low,45.34,-1.03,20,-1.4,1,Yüksek,0.979
Sakarya,Marmara,2018,Arpa,192226,182094,40119.0,220.3,13.6,951.7,124,76.7,low,65.18,1.14,20,-2.57,1,Yüksek,0.947
Sakarya,Marmara,2019,Arpa,106268,90711,21439.9,236.4,16.0,773.5,101,73.0,low,45.5,-0.14,20,7.31,1,Yüksek,0.854
Sakarya,Marmara,2020,Arpa,191749,189693,40498.2,213.5,14.6,754.2,106,70.0,low,48.35,-0.28,20,-9.69,1,Yüksek,0.989
Sakarya,Marmara,2021,Arpa,170243,152005,35966.6,236.6,13.8,724.1,84,75.9,low,48.93,-0.49,20,10.82,1,Yüksek,0.893
Sakarya,Marmara,2022,Arpa,75017,65169,13480.2,206.8,13.1,973.5,148,69.2,low,69.04,1.3,20,-12.6,0,Düşük,0.869
Sakarya,Marmara,2023,Arpa,125575,108463,24995.8,230.5,14.9,750.0,98,71.4,low,47.17,-0.31,20,11.46,1,Yüksek,0.864
Sakarya,Marmara,2024,Arpa,8631,7644,2096.4,274.3,13.1,614.0,74,79.4,low,43.55,-1.28,20,19.0,1,Yüksek,0.886
Sakarya,Marmara,2012,Ayçiçeği,96658,85298,13599.1,159.4,14.3,892.7,100,74.3,low,58.35,0.72,20,0.0,1,Yüksek,0.882
Sakarya,Marmara,2013,Ayçiçeği,175604,151215,30198.0,199.7,15.0,605.2,75,75.9,low,37.83,-1.34,20,25.28,1,Yüksek,0.861
Sakarya,Marmara,2014,Ayçiçeği,141321,139791,25854.7,185.0,13.4,686.7,73,73.1,low,47.69,-0.76,20,-7.36,1,Yüksek,0.989
Sakarya,Marmara,2015,Ayçiçeği,73619,66158,8766.3,132.5,14.5,1046.5,148,74.2,low,67.52,1.82,20,-28.38,0,Düşük,0.899
Sakarya,Marmara,2016,Ayçiçeği,14715,13967,2343.0,167.8,14.8,884.0,107,71.7,low,55.95,0.65,20,26.64,1,Yüksek,0.949
Sakarya,Marmara,2017,Ayçiçeği,103864,89976,15945.1,177.2,13.3,648.3,86,69.5,low,45.34,-1.03,20,5.6,1,Yüksek,0.866
Sakarya,Marmara,2018,Ayçiçeği,129865,112794,17497.8,155.1,13.6,951.7,124,76.7,low,65.18,1.14,20,-12.47,1,Yüksek,0.869
Sakarya,Marmara,2019,Ayçiçeği,169685,165044,28909.9,175.2,16.0,773.5,101,73.0,low,45.5,-0.14,20,12.96,1,Yüksek,0.973
Sakarya,Marmara,2020,Ayçiçeği,49936,43440,7311.8,168.3,14.6,754.2,106,70.0,low,48.35,-0.28,20,-3.94,1,Yüksek,0.87
Sakarya,Marmara,2021,Ayçiçeği,37371,33883,6820.3,201.3,13.8,724.1,84,75.9,low,48.93,-0.49,20,19.61,1,Yüksek,0.907
Sakarya,Marmara,2022,Ayçiçeği,141614,132643,19557.4,147.4,13.1,973.5,148,69.2,low,69.04,1.3,20,-26.78,1,Yüksek,0.937
Sakarya,Marmara,2023,Ayçiçeği,169433,155309,26867.5,173.0,14.9,750.0,98,71.4,low,47.17,-0.31,20,17.37,1,Yüksek,0.917
Sakarya,Marmara,2024,Ayçiçeği,164674,150350,28668.2,190.7,13.1,614.0,74,79.4,low,43.55,-1.28,20,10.23,1,Yüksek,0.913
Sakarya,Marmara,2012,Buğday,22633,20736,4650.9,224.3,14.3,892.7,100,74.3,low,58.35,0.72,20,0.0,1,Yüksek,0.916
Sakarya,Marmara,2013,Buğday,99018,90302,23225.8,257.2,15.0,605.2,75,75.9,low,37.83,-1.34,20,14.67,1,Yüksek,0.912
Sakarya,Marmara,2014,Buğday,15756,13546,3381.9,249.7,13.4,686.7,73,73.1,low,47.69,-0.76,20,-2.92,1,Yüksek,0.86
Sakarya,Marmara,2015,Buğday,197035,194007,42260.9,217.8,14.5,1046.5,148,74.2,low,67.52,1.82,20,-12.78,1,Yüksek,0.985
Sakarya,Marmara,2016,Buğday,103452,89280,21825.7,244.5,14.8,884.0,107,71.7,low,55.95,0.65,20,12.26,1,Yüksek,0.863
Sakarya,Marmara,2017,Buğday,41035,39896,9528.5,238.8,13.3,648.3,86,69.5,low,45.34,-1.03,20,-2.33,1,Yüksek,0.972
Sakarya,Marmara,2018,Buğday,117020,99842,21988.1,220.2,13.6,951.7,124,76.7,low,65.18,1.14,20,-7.79,1,Yüksek,0.853
Sakarya,Marmara,2019,Buğday,55200,52069,10620.1,204.0,16.0,773.5,101,73.0,low,45.5,-0.14,20,-7.36,0,Düşük,0.943
Sakarya,Marmara,2020,Buğday,47913,43810,11164.8,254.8,14.6,754.2,106,70.0,low,48.35,-0.28,20,24.9,1,Yüksek,0.914
Sakarya,Marmara,2021,Buğday,59823,57666,14149.0,245.4,13.8,724.1,84,75.9,low,48.93,-0.49,20,-3.69,1,Yüksek,0.964
Sakarya,Marmara,2022,Buğday,74252,63228,13976.3,221.0,13.1,973.5,148,69.2,low,69.04,1.3,20,-9.94,1,Yüksek,0.852
Sakarya,Marmara,2023,Buğday,146706,134032,29876.4,222.9,14.9,750.0,98,71.4,low,47.17,-0.31,20,0.86,1,Yüksek,0.914
Sakarya,Marmara,2024,Buğday,109576,105548,26151.4,247.8,13.1,614.0,74,79.4,low,43.55,-1.28,20,11.17,1,Yüksek,0.963
Sakarya,Marmara,2012,Mısır,169827,149255,127452.4,853.9,14.3,892.7,100,74.3,low,58.35,0.72,20,0.0,1,Yüksek,0.879
Sakarya,Marmara,2013,Mısır,38893,36208,33538.5,926.3,15.0,605.2,75,75.9,low,37.83,-1.34,20,8.48,1,Yüksek,0.931
Sakarya,Marmara,2014,Mısır,50113,44932,40293.2,896.8,13.4,686.7,73,73.1,low,47.69,-0.76,20,-3.18,1,Yüksek,0.897
Sakarya,Marmara,2015,Mısır,93733,85583,71130.3,831.1,14.5,1046.5,148,74.2,low,67.52,1.82,20,-7.33,1,Yüksek,0.913
Sakarya,Marmara,2016,Mısır,81559,75112,62948.8,838.1,14.8,884.0,107,71.7,low,55.95,0.65,20,0.84,1,Yüksek,0.921
Sakarya,Marmara,2017,Mısır,66929,61585,55453.3,900.4,13.3,648.3,86,69.5,low,45.34,-1.03,20,7.43,1,Yüksek,0.92
Sakarya,Marmara,2018,Mısır,184967,181375,151898.0,837.5,13.6,951.7,124,76.7,low,65.18,1.14,20,-6.99,1,Yüksek,0.981
Sakarya,Marmara,2019,Mısır,16871,15744,14272.2,906.5,16.0,773.5,101,73.0,low,45.5,-0.14,20,8.24,1,Yüksek,0.933
Sakarya,Marmara,2020,Mısır,161104,146644,129994.1,886.5,14.6,754.2,106,70.0,low,48.35,-0.28,20,-2.21,1,Yüksek,0.91
Sakarya,Marmara,2021,Mısır,62009,53842,48400.2,898.9,13.8,724.1,84,75.9,low,48.93,-0.49,20,1.4,1,Yüksek,0.868
Sakarya,Marmara,2022,Mısır,159249,150543,132416.4,879.6,13.1,973.5,148,69.2,low,69.04,1.3,20,-2.15,1,Yüksek,0.945
Sakarya,Marmara,2023,Mısır,133563,118081,99054.7,838.9,14.9,750.0,98,71.4,low,47.17,-0.31,20,-4.63,1,Yüksek,0.884
Sakarya,Marmara,2024,Mısır,132734,125076,111591.5,892.2,13.1,614.0,74,79.4,low,43.55,-1.28,20,6.35,1,Yüksek,0.942
Samsun,Karadeniz,2012,Arpa,139923,129321,22825.4,176.5,14.1,722.1,100,74.6,low,47.82,0.34,18,0.0,0,Düşük,0.924
Samsun,Karadeniz,2013,Arpa,145533,141773,26663.1,188.1,13.6,681.9,84,68.8,low,46.71,-0.09,18,6.57,0,Düşük,0.974
Samsun,Karadeniz,2014,Arpa,40249,35193,7309.0,207.7,14.0,551.9,68,76.8,low,36.79,-1.48,18,10.42,0,Düşük,0.874
Samsun,Karadeniz,2015,Arpa,165726,146956,30264.9,205.9,12.9,636.5,78,72.4,low,45.79,-0.58,18,-0.87,0,Düşük,0.887
Samsun,Karadeniz,2016,Arpa,113269,97404,16920.8,173.7,14.5,848.6,92,71.6,low,54.75,1.69,18,-15.64,0,Düşük,0.86
Samsun,Karadeniz,2017,Arpa,188885,172679,31243.1,180.9,14.4,726.8,93,71.9,low,47.19,0.39,18,4.15,0,Düşük,0.914
Samsun,Karadeniz,2018,Arpa,169838,163477,25988.3,159.0,14.4,779.8,98,80.1,low,50.64,0.96,18,-12.11,0,Düşük,0.963
Samsun,Karadeniz,2019,Arpa,23179,21796,4572.3,209.8,13.3,585.3,57,74.4,low,40.93,-1.13,18,31.95,0,Düşük,0.94
Samsun,Karadeniz,2020,Arpa,68910,66696,13695.9,205.3,12.2,596.8,47,74.0,low,45.21,-1.0,18,-2.14,0,Düşük,0.968
Samsun,Karadeniz,2021,Arpa,185934,176895,34627.0,195.7,13.5,577.0,54,76.1,low,39.79,-1.22,18,-4.68,0,Düşük,0.951
Samsun,Karadeniz,2022,Arpa,127238,115530,20700.8,179.2,13.1,779.3,56,77.4,low,55.27,0.95,18,-8.43,0,Düşük,0.908
Samsun,Karadeniz,2023,Arpa,21490,18431,3221.1,174.8,13.9,804.7,92,74.4,low,54.01,1.22,18,-2.46,0,Düşük,0.858
Samsun,Karadeniz,2024,Arpa,155495,135210,26450.2,195.6,15.2,685.7,79,70.8,low,42.33,-0.05,18,11.9,0,Düşük,0.87
Samsun,Karadeniz,2012,Ayçiçeği,115853,111958,14681.4,131.1,14.1,722.1,100,74.6,low,47.82,0.34,18,0.0,0,Düşük,0.966
Samsun,Karadeniz,2013,Ayçiçeği,184541,170940,19453.1,113.8,13.6,681.9,84,68.8,low,46.71,-0.09,18,-13.2,0,Düşük,0.926
Samsun,Karadeniz,2014,Ayçiçeği,196373,169685,22629.4,133.4,14.0,551.9,68,76.8,low,36.79,-1.48,18,17.22,0,Düşük,0.864
Samsun,Karadeniz,2015,Ayçiçeği,124746,108730,14018.1,128.9,12.9,636.5,78,72.4,low,45.79,-0.58,18,-3.37,0,Düşük,0.872
Samsun,Karadeniz,2016,Ayçiçeği,107281,99803,11450.2,114.7,14.5,848.6,92,71.6,low,54.75,1.69,18,-11.02,0,Düşük,0.93
Samsun,Karadeniz,2017,Ayçiçeği,94119,81440,8045.6,98.8,14.4,726.8,93,71.9,low,47.19,0.39,18,-13.86,0,Düşük,0.865
Samsun,Karadeniz,2018,Ayçiçeği,99369,94376,10348.0,109.6,14.4,779.8,98,80.1,low,50.64,0.96,18,10.93,0,Düşük,0.95
Samsun,Karadeniz,2019,Ayçiçeği,175310,168895,22321.0,132.2,13.3,585.3,57,74.4,low,40.93,-1.13,18,20.62,0,Düşük,0.963
Samsun,Karadeniz,2020,Ayçiçeği,156623,140077,17227.5,123.0,12.2,596.8,47,74.0,low,45.21,-1.0,18,-6.96,0,Düşük,0.894
Samsun,Karadeniz,2021,Ayçiçeği,21312,20943,2691.0,128.5,13.5,577.0,54,76.1,low,39.79,-1.22,18,4.47,0,Düşük,0.983
Samsun,Karadeniz,2022,Ayçiçeği,48888,47110,6481.6,137.6,13.1,779.3,56,77.4,low,55.27,0.95,18,7.08,1,Yüksek,0.964
Samsun,Karadeniz,2023,Ayçiçeği,112294,95974,11411.6,118.9,13.9,804.7,92,74.4,low,54.01,1.22,18,-13.59,0,Düşük,0.855
Samsun,Karadeniz,2024,Ayçiçeği,196929,170575,22282.3,130.6,15.2,685.7,79,70.8,low,42.33,-0.05,18,9.84,0,Düşük,0.866
Samsun,Karadeniz,2012,Buğday,64720,58416,11978.9,205.1,14.1,722.1,100,74.6,low,47.82,0.34,18,0.0,0,Düşük,0.903
Samsun,Karadeniz,2013,Buğday,14840,14312,2978.8,208.1,13.6,681.9,84,68.8,low,46.71,-0.09,18,1.46,0,Düşük,0.964
Samsun,Karadeniz,2014,Buğday,23242,21035,4477.2,212.8,14.0,551.9,68,76.8,low,36.79,-1.48,18,2.26,0,Düşük,0.905
Samsun,Karadeniz,2015,Buğday,117889,115578,22439.0,194.1,12.9,636.5,78,72.4,low,45.79,-0.58,18,-8.79,0,Düşük,0.98
Samsun,Karadeniz,2016,Buğday,116395,105276,19045.5,180.9,14.5,848.6,92,71.6,low,54.75,1.69,18,-6.8,0,Düşük,0.904
Samsun,Karadeniz,2017,Buğday,92346,83647,17075.6,204.1,14.4,726.8,93,71.9,low,47.19,0.39,18,12.82,0,Düşük,0.906
Samsun,Karadeniz,2018,Buğday,163829,153651,28164.2,183.3,14.4,779.8,98,80.1,low,50.64,0.96,18,-10.19,0,Düşük,0.938
Samsun,Karadeniz,2019,Buğday,11834,11469,2376.6,207.2,13.3,585.3,57,74.4,low,40.93,-1.13,18,13.04,0,Düşük,0.969
Samsun,Karadeniz,2020,Buğday,122862,107533,22908.4,213.0,12.2,596.8,47,74.0,low,45.21,-1.0,18,2.8,0,Düşük,0.875
Samsun,Karadeniz,2021,Buğday,145973,129718,27955.5,215.5,13.5,577.0,54,76.1,low,39.79,-1.22,18,1.17,0,Düşük,0.889
Samsun,Karadeniz,2022,Buğday,122922,113261,22612.8,199.7,13.1,779.3,56,77.4,low,55.27,0.95,18,-7.33,0,Düşük,0.921
Samsun,Karadeniz,2023,Buğday,160758,155470,31016.3,199.5,13.9,804.7,92,74.4,low,54.01,1.22,18,-0.1,0,Düşük,0.967
Samsun,Karadeniz,2024,Buğday,58149,52670,10261.6,194.8,15.2,685.7,79,70.8,low,42.33,-0.05,18,-2.36,0,Düşük,0.906
Samsun,Karadeniz,2012,Mısır,49845,45482,24741.3,544.0,14.1,722.1,100,74.6,low,47.82,0.34,18,0.0,0,Düşük,0.912
Samsun,Karadeniz,2013,Mısır,133885,128531,66584.5,518.0,13.6,681.9,84,68.8,low,46.71,-0.09,18,-4.78,0,Düşük,0.96
Samsun,Karadeniz,2014,Mısır,139756,127220,74572.2,586.2,14.0,551.9,68,76.8,low,36.79,-1.48,18,13.17,0,Düşük,0.91
Samsun,Karadeniz,2015,Mısır,86098,73889,46307.6,626.7,12.9,636.5,78,72.4,low,45.79,-0.58,18,6.91,0,Düşük,0.858
Samsun,Karadeniz,2016,Mısır,12393,11129,6664.0,598.8,14.5,848.6,92,71.6,low,54.75,1.69,18,-4.45,0,Düşük,0.898
Samsun,Karadeniz,2017,Mısır,185526,171814,101470.1,590.6,14.4,726.8,93,71.9,low,47.19,0.39,18,-1.37,0,Düşük,0.926
Samsun,Karadeniz,2018,Mısır,157079,138272,87683.7,634.1,14.4,779.8,98,80.1,low,50.64,0.96,18,7.37,0,Düşük,0.88
Samsun,Karadeniz,2019,Mısır,107454,103863,68387.6,658.4,13.3,585.3,57,74.4,low,40.93,-1.13,18,3.83,0,Düşük,0.967
Samsun,Karadeniz,2020,Mısır,140204,136072,88510.7,650.5,12.2,596.8,47,74.0,low,45.21,-1.0,18,-1.2,0,Düşük,0.971
Samsun,Karadeniz,2021,Mısır,159525,138981,81054.5,583.2,13.5,577.0,54,76.1,low,39.79,-1.22,18,-10.35,0,Düşük,0.871
Samsun,Karadeniz,2022,Mısır,178420,159672,88352.7,553.3,13.1,779.3,56,77.4,low,55.27,0.95,18,-5.13,0,Düşük,0.895
Samsun,Karadeniz,2023,Mısır,49104,44154,26029.8,589.5,13.9,804.7,92,74.4,low,54.01,1.22,18,6.54,0,Düşük,0.899
Samsun,Karadeniz,2024,Mısır,36139,34721,18542.1,534.0,15.2,685.7,79,70.8,low,42.33,-0.05,18,-9.41,0,Düşük,0.961
Siirt,Güneydoğu Anadolu,2012,Arpa,128699,120478,23295.8,193.4,14.2,768.6,95,41.3,mid,50.57,0.74,26,0.0,0,Düşük,0.936
Siirt,Güneydoğu Anadolu,2013,Arpa,114822,97627,20348.6,208.4,14.8,667.0,62,44.4,mid,42.22,-0.62,26,7.76,0,Düşük,0.85
Siirt,Güneydoğu Anadolu,2014,Arpa,165111,163188,34890.9,213.8,14.5,599.5,71,45.8,mid,38.68,-1.53,26,2.59,1,Yüksek,0.988
Siirt,Güneydoğu Anadolu,2015,Arpa,172198,153760,26666.2,173.4,15.7,730.4,100,45.6,mid,43.74,0.23,26,-18.9,0,Düşük,0.893
Siirt,Güneydoğu Anadolu,2016,Arpa,88762,85069,16693.4,196.2,14.3,749.2,86,41.6,mid,48.97,0.48,26,13.15,0,Düşük,0.958
Siirt,Güneydoğu Anadolu,2017,Arpa,156714,139920,28977.2,207.1,14.5,861.7,99,45.2,mid,55.59,1.98,26,5.56,0,Düşük,0.893
Siirt,Güneydoğu Anadolu,2018,Arpa,145401,135124,25521.7,188.9,14.9,667.6,79,40.0,mid,41.99,-0.61,26,-8.79,0,Düşük,0.929
Siirt,Güneydoğu Anadolu,2019,Arpa,186298,164571,31832.2,193.4,12.7,829.7,108,44.2,mid,60.56,1.55,26,2.38,0,Düşük,0.883
Siirt,Güneydoğu Anadolu,2020,Arpa,6119,5895,1176.2,199.5,14.8,724.1,91,39.6,mid,45.83,0.14,26,3.15,0,Düşük,0.963
Siirt,Güneydoğu Anadolu,2021,Arpa,24750,23740,4217.0,177.6,16.2,640.3,83,36.2,mid,37.23,-0.98,26,-10.98,0,Düşük,0.959
Siirt,Güneydoğu Anadolu,2022,Arpa,162873,158934,32036.0,201.6,14.6,623.9,93,37.9,mid,39.99,-1.2,26,13.51,0,Düşük,0.976
Siirt,Güneydoğu Anadolu,2023,Arpa,26432,23287,4227.0,181.5,16.1,719.9,102,36.6,mid,42.1,0.09,26,-9.97,0,Düşük,0.881
Siirt,Güneydoğu Anadolu,2024,Arpa,164027,152306,32430.9,212.9,17.1,693.7,77,44.3,mid,38.33,-0.26,26,17.3,1,Yüksek,0.929
Siirt,Güneydoğu Anadolu,2012,Ayçiçeği,93589,84176,10743.9,127.6,14.2,768.6,95,41.3,mid,50.57,0.74,26,0.0,0,Düşük,0.899
Siirt,Güneydoğu Anadolu,2013,Ayçiçeği,66797,62143,8133.9,130.9,14.8,667.0,62,44.4,mid,42.22,-0.62,26,2.59,0,Düşük,0.93
Siirt,Güneydoğu Anadolu,2014,Ayçiçeği,159405,148805,21904.6,147.2,14.5,599.5,71,45.8,mid,38.68,-1.53,26,12.45,1,Yüksek,0.934
Siirt,Güneydoğu Anadolu,2015,Ayçiçeği,15165,13106,1638.2,125.0,15.7,730.4,100,45.6,mid,43.74,0.23,26,-15.08,0,Düşük,0.864
Siirt,Güneydoğu Anadolu,2016,Ayçiçeği,164749,140130,20607.1,147.1,14.3,749.2,86,41.6,mid,48.97,0.48,26,17.68,1,Yüksek,0.851
Siirt,Güneydoğu Anadolu,2017,Ayçiçeği,170335,146438,16616.2,113.5,14.5,861.7,99,45.2,mid,55.59,1.98,26,-22.84,0,Düşük,0.86
Siirt,Güneydoğu Anadolu,2018,Ayçiçeği,103901,95935,14865.8,155.0,14.9,667.6,79,40.0,mid,41.99,-0.61,26,36.56,1,Yüksek,0.923
Siirt,Güneydoğu Anadolu,2019,Ayçiçeği,81368,71379,8349.4,117.0,12.7,829.7,108,44.2,mid,60.56,1.55,26,-24.52,0,Düşük,0.877
Siirt,Güneydoğu Anadolu,2020,Ayçiçeği,183700,161695,22879.8,141.5,14.8,724.1,91,39.6,mid,45.83,0.14,26,20.94,1,Yüksek,0.88
Siirt,Güneydoğu Anadolu,2021,Ayçiçeği,93705,89261,11400.7,127.7,16.2,640.3,83,36.2,mid,37.23,-0.98,26,-9.75,0,Düşük,0.953
Siirt,Güneydoğu Anadolu,2022,Ayçiçeği,189311,166122,21488.4,129.4,14.6,623.9,93,37.9,mid,39.99,-1.2,26,1.33,0,Düşük,0.878
Siirt,Güneydoğu Anadolu,2023,Ayçiçeği,32987,29535,3577.4,121.1,16.1,719.9,102,36.6,mid,42.1,0.09,26,-6.41,0,Düşük,0.895
Siirt,Güneydoğu Anadolu,2024,Ayçiçeği,91973,87875,12562.0,143.0,17.1,693.7,77,44.3,mid,38.33,-0.26,26,18.08,1,Yüksek,0.955
Siirt,Güneydoğu Anadolu,2012,Buğday,90406,80462,17416.3,216.5,14.2,768.6,95,41.3,mid,50.57,0.74,26,0.0,0,Düşük,0.89
Siirt,Güneydoğu Anadolu,2013,Buğday,177637,158221,32736.3,206.9,14.8,667.0,62,44.4,mid,42.22,-0.62,26,-4.43,0,Düşük,0.891
Siirt,Güneydoğu Anadolu,2014,Buğday,130341,117622,25538.0,217.1,14.5,599.5,71,45.8,mid,38.68,-1.53,26,4.93,1,Yüksek,0.902
Siirt,Güneydoğu Anadolu,2015,Buğday,105965,104205,21169.3,203.2,15.7,730.4,100,45.6,mid,43.74,0.23,26,-6.4,0,Düşük,0.983
Siirt,Güneydoğu Anadolu,2016,Buğday,132870,125354,25048.3,199.8,14.3,749.2,86,41.6,mid,48.97,0.48,26,-1.67,0,Düşük,0.943
Siirt,Güneydoğu Anadolu,2017,Buğday,123069,104630,20415.7,195.1,14.5,861.7,99,45.2,mid,55.59,1.98,26,-2.35,0,Düşük,0.85
Siirt,Güneydoğu Anadolu,2018,Buğday,168073,163703,32408.7,198.0,14.9,667.6,79,40.0,mid,41.99,-0.61,26,1.49,0,Düşük,0.974
Siirt,Güneydoğu Anadolu,2019,Buğday,167814,144529,29035.5,200.9,12.7,829.7,108,44.2,mid,60.56,1.55,26,1.46,0,Düşük,0.861
